2017-09-10 11:27:06 INFO  TC001_VerifyWithInvalidCredentials:28 - ================Starting Test================
2017-09-10 11:27:10 INFO  HomePage:38 - Clicked on SignIn Link and object is: Sign in
2017-09-10 11:27:10 INFO  HomePage:41 - Enteredtest@gmail.comin username and object is: 
2017-09-10 11:27:11 INFO  HomePage:44 - Enteredtest@123in username and object is: 
2017-09-10 11:27:14 INFO  HomePage:47 - Clicked on SignIn button and object is: Sign in
2017-09-10 11:27:14 INFO  HomePage:51 - Authentication message is: Authentication failed.
2017-09-10 11:27:14 INFO  TC001_VerifyWithInvalidCredentials:32 - ================Finished Test================
2017-09-10 11:55:53 INFO  TC001_VerifyWithInvalidCredentials:28 - ================Starting Test================
2017-09-10 11:55:56 INFO  HomePage:38 - Clicked on SignIn Link and object is: Sign in
2017-09-10 11:55:56 INFO  HomePage:41 - Entered 'test@gmail.com' in username and object is: 
2017-09-10 11:55:58 INFO  HomePage:44 - Entered 'test@123' in password and object is: 
2017-09-10 11:56:00 INFO  HomePage:47 - Clicked on SignIn button and object is: Sign in
2017-09-10 11:56:00 INFO  HomePage:51 - Authentication message is: Authentication failed.
2017-09-10 11:56:00 INFO  TC001_VerifyWithInvalidCredentials:32 - ================Finished Test================
2017-09-10 12:27:26 INFO  TC001_VerifyWithInvalidCredentials:28 - ================Starting Test================
2017-09-10 12:28:25 INFO  TC001_VerifyWithInvalidCredentials:28 - ================Starting Test================
2017-09-10 12:28:30 INFO  HomePage:38 - Clicked on SignIn Link and object is: Sign in
2017-09-10 12:28:30 INFO  HomePage:41 - Entered 'test@gmail.com' in username and object is: 
2017-09-10 12:28:30 INFO  HomePage:44 - Entered 'test@123' in password and object is: 
2017-09-10 12:28:32 INFO  HomePage:47 - Clicked on SignIn button and object is: Sign in
2017-09-10 12:28:32 INFO  HomePage:51 - Authentication message is: Authentication failed.
2017-09-10 12:28:32 INFO  TC001_VerifyWithInvalidCredentials:32 - ================Finished Test================
2017-09-10 12:34:53 INFO  TC001_VerifyWithInvalidCredentials:28 - ================Starting Test================
2017-09-10 12:34:56 INFO  HomePage:38 - Clicked on SignIn Link and object is: Sign in
2017-09-10 12:34:56 INFO  HomePage:41 - Entered 'test@gmail.com' in username and object is: 
2017-09-10 12:34:56 INFO  HomePage:44 - Entered 'test@123' in password and object is: 
2017-09-10 12:34:58 INFO  HomePage:47 - Clicked on SignIn button and object is: Sign in
2017-09-10 12:34:58 INFO  HomePage:51 - Authentication message is: Authentication failed.
2017-09-10 12:34:58 INFO  TC001_VerifyWithInvalidCredentials:32 - ================Finished Test================
2017-09-13 22:36:40 INFO  HomePage:88 - Clicked on SignUp link and object isSign up
2017-09-13 22:36:40 INFO  HomePage:91 - Entered first name and object is
2017-09-13 22:36:40 INFO  HomePage:94 - Entered last name and object is
2017-09-13 22:36:40 INFO  HomePage:97 - Entered email and object is
2017-09-13 22:36:40 INFO  HomePage:100 - Entered password and object is
2017-09-13 22:36:40 INFO  HomePage:103 - Clicked on Create button and object is
2017-09-13 22:38:28 INFO  HomePage:88 - Clicked on SignUp link and object isSign up
2017-09-13 22:38:28 INFO  HomePage:91 - Entered first name and object is
2017-09-13 22:38:28 INFO  HomePage:94 - Entered last name and object isinput
2017-09-13 22:38:28 INFO  HomePage:97 - Entered email and object is
2017-09-13 22:38:28 INFO  HomePage:100 - Entered password and object is
2017-09-13 22:38:28 INFO  HomePage:103 - Clicked on Create button and object is
2017-09-13 22:40:58 INFO  TC001_VerifyWithInvalidCredentials:26 - ================Starting Test================
2017-09-13 22:42:47 INFO  TC001_VerifyWithInvalidCredentials:26 - ================Starting Test================
2017-09-13 22:42:52 INFO  HomePage:39 - Clicked on SignIn Link and object is: Sign in
2017-09-13 22:43:12 INFO  HomePage:42 - Entered 'test@gmail.com' in username and object is: 
2017-09-13 22:43:13 INFO  HomePage:45 - Entered 'test@123' in password and object is: 
2017-09-13 22:43:18 INFO  HomePage:48 - Clicked on SignIn button and object is: Sign in
2017-09-13 22:43:18 INFO  HomePage:52 - Authentication message is: Authentication failed.
2017-09-13 22:43:18 INFO  TC001_VerifyWithInvalidCredentials:30 - ================Finished Test================
2017-09-13 22:47:08 INFO  TC001_VerifyWithInvalidCredentials:26 - ================Starting Test================
2017-09-13 22:47:14 INFO  HomePage:39 - Clicked on SignIn Link and object is: [[FirefoxDriver: firefox on ANY (f4e81671-fbaa-4543-9d5f-db6799992371)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-09-13 22:47:15 INFO  HomePage:42 - Entered 'test@gmail.com' in username and object is: [[FirefoxDriver: firefox on ANY (f4e81671-fbaa-4543-9d5f-db6799992371)] -> xpath: //*[@id='email']]
2017-09-13 22:47:15 INFO  HomePage:45 - Entered 'test@123' in password and object is: [[FirefoxDriver: firefox on ANY (f4e81671-fbaa-4543-9d5f-db6799992371)] -> xpath: //*[@id='passwd']]
2017-09-13 22:47:17 INFO  HomePage:48 - Clicked on SignIn button and object is: [[FirefoxDriver: firefox on ANY (f4e81671-fbaa-4543-9d5f-db6799992371)] -> xpath: //*[@id='SubmitLogin']]
2017-09-13 22:47:17 INFO  HomePage:52 - Authentication message is: Authentication failed.
2017-09-13 22:47:17 INFO  TC001_VerifyWithInvalidCredentials:30 - ================Finished Test================
2017-09-13 23:03:58 INFO  TC001_VerifyWithInvalidCredentials:26 - ================Starting Test================
2017-09-13 23:04:08 INFO  HomePage:39 - Clicked on SignIn Link and object is: [[ChromeDriver: chrome on XP (35fe83f85b205db5ad6ffe8ea7f1a78d)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-09-13 23:04:08 INFO  HomePage:42 - Entered 'test@gmail.com' in username and object is: [[ChromeDriver: chrome on XP (35fe83f85b205db5ad6ffe8ea7f1a78d)] -> xpath: //*[@id='email']]
2017-09-13 23:04:08 INFO  HomePage:45 - Entered 'test@123' in password and object is: [[ChromeDriver: chrome on XP (35fe83f85b205db5ad6ffe8ea7f1a78d)] -> xpath: //*[@id='passwd']]
2017-09-13 23:04:11 INFO  HomePage:48 - Clicked on SignIn button and object is: [[ChromeDriver: chrome on XP (35fe83f85b205db5ad6ffe8ea7f1a78d)] -> xpath: //*[@id='SubmitLogin']]
2017-09-13 23:04:11 INFO  HomePage:52 - Authentication message is: Authentication failed.
2017-09-13 23:04:11 INFO  TC001_VerifyWithInvalidCredentials:30 - ================Finished Test================
2017-09-13 23:06:42 INFO  TC001_VerifyWithInvalidCredentials:26 - ================Starting Test================
2017-09-13 23:06:47 INFO  HomePage:39 - Clicked on SignIn Link and object is: [[ChromeDriver: chrome on XP (bf5dff89f979af06a1bb1dfe0fc27b7c)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-09-13 23:06:47 INFO  HomePage:42 - Entered 'test@gmail.com' in username and object is: [[ChromeDriver: chrome on XP (bf5dff89f979af06a1bb1dfe0fc27b7c)] -> xpath: //*[@id='email']]
2017-09-13 23:06:47 INFO  HomePage:45 - Entered 'test@123' in password and object is: [[ChromeDriver: chrome on XP (bf5dff89f979af06a1bb1dfe0fc27b7c)] -> xpath: //*[@id='passwd']]
2017-09-13 23:06:49 INFO  HomePage:48 - Clicked on SignIn button and object is: [[ChromeDriver: chrome on XP (bf5dff89f979af06a1bb1dfe0fc27b7c)] -> xpath: //*[@id='SubmitLogin']]
2017-09-13 23:06:49 INFO  HomePage:52 - Authentication message is: Authentication failed.
2017-09-13 23:06:49 INFO  TC001_VerifyWithInvalidCredentials:30 - ================Finished Test================
2017-09-13 23:10:15 INFO  TC001_VerifyWithInvalidCredentials:26 - ================Starting Test================
2017-09-13 23:10:20 INFO  HomePage:39 - Clicked on SignIn Link and object is: [[ChromeDriver: chrome on XP (0d7ff6fa20788583bd4b3acf4c451f1d)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-09-13 23:10:20 INFO  HomePage:42 - Entered 'test@gmail.com' in username and object is: [[ChromeDriver: chrome on XP (0d7ff6fa20788583bd4b3acf4c451f1d)] -> xpath: //*[@id='email']]
2017-09-13 23:10:20 INFO  HomePage:45 - Entered 'test@123' in password and object is: [[ChromeDriver: chrome on XP (0d7ff6fa20788583bd4b3acf4c451f1d)] -> xpath: //*[@id='passwd']]
2017-09-13 23:10:22 INFO  HomePage:48 - Clicked on SignIn button and object is: [[ChromeDriver: chrome on XP (0d7ff6fa20788583bd4b3acf4c451f1d)] -> xpath: //*[@id='SubmitLogin']]
2017-09-13 23:10:22 INFO  HomePage:52 - Authentication message is: Authentication failed.
2017-09-13 23:10:22 INFO  TC001_VerifyWithInvalidCredentials:30 - ================Finished Test================
2017-09-14 21:17:36 INFO  TC001_VerifyWithInvalidCredentials:26 - ================Starting Test================
2017-09-14 21:17:40 INFO  HomePage:39 - Clicked on SignIn Link and object is: [[ChromeDriver: chrome on XP (839fb7bb0b522c1e3dc446d8e9070e9b)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-09-14 21:17:40 INFO  HomePage:42 - Entered 'test@gmail.com' in username and object is: [[ChromeDriver: chrome on XP (839fb7bb0b522c1e3dc446d8e9070e9b)] -> xpath: //*[@id='email']]
2017-09-14 21:17:40 INFO  HomePage:45 - Entered 'test@123' in password and object is: [[ChromeDriver: chrome on XP (839fb7bb0b522c1e3dc446d8e9070e9b)] -> xpath: //*[@id='passwd']]
2017-09-14 21:17:42 INFO  HomePage:48 - Clicked on SignIn button and object is: [[ChromeDriver: chrome on XP (839fb7bb0b522c1e3dc446d8e9070e9b)] -> xpath: //*[@id='SubmitLogin']]
2017-09-14 21:17:42 INFO  HomePage:52 - Authentication message is: Authentication failed.
2017-09-14 21:17:42 INFO  TC001_VerifyWithInvalidCredentials:30 - ================Finished Test================
2017-09-14 21:20:16 INFO  TC001_VerifyWithInvalidCredentials:26 - ================Starting Test================
2017-09-14 21:20:19 INFO  HomePage:39 - Clicked on SignIn Link and object is: [[ChromeDriver: chrome on XP (179118d78d8162c131334d2395d7dfbd)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-09-14 21:20:19 INFO  HomePage:42 - Entered 'test@gmail.com' in username and object is: [[ChromeDriver: chrome on XP (179118d78d8162c131334d2395d7dfbd)] -> xpath: //*[@id='email']]
2017-09-14 21:20:19 INFO  HomePage:45 - Entered 'test@123' in password and object is: [[ChromeDriver: chrome on XP (179118d78d8162c131334d2395d7dfbd)] -> xpath: //*[@id='passwd']]
2017-09-14 21:20:21 INFO  HomePage:48 - Clicked on SignIn button and object is: [[ChromeDriver: chrome on XP (179118d78d8162c131334d2395d7dfbd)] -> xpath: //*[@id='SubmitLogin']]
2017-09-14 21:20:22 INFO  HomePage:52 - Authentication message is: Authentication failed.
2017-09-14 21:20:22 INFO  TC001_VerifyWithInvalidCredentials:31 - ================Finished Test================
2017-09-14 21:24:36 INFO  TC001_VerifyWithInvalidCredentials:26 - ================Starting Test================
2017-09-14 21:24:38 INFO  HomePage:39 - Clicked on SignIn Link and object is: [[ChromeDriver: chrome on XP (b4c9a5f9d32ff5cd444586273644809e)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-09-14 21:24:38 INFO  HomePage:42 - Entered 'test@gmail.com' in username and object is: [[ChromeDriver: chrome on XP (b4c9a5f9d32ff5cd444586273644809e)] -> xpath: //*[@id='email']]
2017-09-14 21:24:38 INFO  HomePage:45 - Entered 'test@123' in password and object is: [[ChromeDriver: chrome on XP (b4c9a5f9d32ff5cd444586273644809e)] -> xpath: //*[@id='passwd']]
2017-09-14 21:24:40 INFO  HomePage:48 - Clicked on SignIn button and object is: [[ChromeDriver: chrome on XP (b4c9a5f9d32ff5cd444586273644809e)] -> xpath: //*[@id='SubmitLogin']]
2017-09-14 21:24:40 INFO  HomePage:52 - Authentication message is: Authentication failed.
2017-09-14 21:24:40 INFO  TC001_VerifyWithInvalidCredentials:31 - ================Finished Test================
2017-09-14 21:39:30 INFO  HomePage:88 - Clicked on SignUp link and object is: Sign up
2017-09-14 21:39:30 INFO  HomePage:91 - Entered first name and object is: 
2017-09-14 21:39:30 INFO  HomePage:94 - Entered last name and object is: input
2017-09-14 21:39:30 INFO  HomePage:97 - Entered email and object is: 
2017-09-14 21:39:30 INFO  HomePage:100 - Entered password and object is: 
2017-09-14 21:39:30 INFO  HomePage:103 - Clicked on Create button and object is: 
2017-09-14 21:47:23 INFO  TC001_VerifyWithInvalidCredentials:25 - ================Starting Test================
2017-09-14 21:47:25 INFO  HomePage:39 - Clicked on SignIn Link and object is: [[ChromeDriver: chrome on XP (64e0a85f1390a9cef8a75b3cd2e1a1f7)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-09-14 21:47:26 INFO  HomePage:42 - Entered 'test@gmail.com' in username and object is: [[ChromeDriver: chrome on XP (64e0a85f1390a9cef8a75b3cd2e1a1f7)] -> xpath: //*[@id='email']]
2017-09-14 21:47:26 INFO  HomePage:45 - Entered 'test@123' in password and object is: [[ChromeDriver: chrome on XP (64e0a85f1390a9cef8a75b3cd2e1a1f7)] -> xpath: //*[@id='passwd']]
2017-09-14 21:47:27 INFO  HomePage:48 - Clicked on SignIn button and object is: [[ChromeDriver: chrome on XP (64e0a85f1390a9cef8a75b3cd2e1a1f7)] -> xpath: //*[@id='SubmitLogin']]
2017-09-14 21:47:27 INFO  HomePage:52 - Authentication message is: Authentication failed.
2017-09-14 21:47:27 INFO  TC001_VerifyWithInvalidCredentials:31 - ================Finished Test================
2017-09-15 10:14:49 INFO  HomePage:88 - Clicked on SignUp link and object is: Sign up
2017-09-15 10:14:51 INFO  HomePage:91 - Entered first name and object is: 
2017-09-15 10:14:51 INFO  HomePage:94 - Entered last name and object is: input
2017-09-15 10:14:51 INFO  HomePage:97 - Entered email and object is: 
2017-09-15 10:14:51 INFO  HomePage:100 - Entered password and object is: 
2017-09-15 10:14:51 INFO  HomePage:103 - Clicked on Create button and object is: 
2017-09-15 10:16:42 INFO  HomePage:88 - Clicked on SignUp link and object is: Sign up
2017-09-15 10:16:47 INFO  HomePage:91 - Entered first name and object is: 
2017-09-15 10:16:47 INFO  HomePage:94 - Entered last name and object is: input
2017-09-15 10:16:47 INFO  HomePage:97 - Entered email and object is: 
2017-09-15 10:16:47 INFO  HomePage:100 - Entered password and object is: 
2017-09-15 10:16:47 INFO  HomePage:103 - Clicked on Create button and object is: 
2017-09-15 10:17:56 INFO  HomePage:88 - Clicked on SignUp link and object is: Sign up
2017-09-15 10:17:56 INFO  HomePage:91 - Entered first name and object is: 
2017-09-15 10:17:56 INFO  HomePage:94 - Entered last name and object is: input
2017-09-15 10:17:56 INFO  HomePage:97 - Entered email and object is: 
2017-09-15 10:17:56 INFO  HomePage:100 - Entered password and object is: 
2017-09-15 10:17:59 INFO  HomePage:103 - Clicked on Create button and object is: 
2017-09-16 21:45:10 INFO  HomePage:88 - Clicked on SignUp link and object is: Sign up
2017-09-16 21:45:10 INFO  HomePage:91 - Entered first name and object is: 
2017-09-16 21:45:12 INFO  HomePage:94 - Entered last name and object is: input
2017-09-16 21:45:12 INFO  HomePage:97 - Entered email and object is: 
2017-09-16 21:45:13 INFO  HomePage:100 - Entered password and object is: 
2017-09-16 21:45:16 INFO  HomePage:103 - Clicked on Create button and object is: 
